Doc_GUID,Doc_title,Doc_titleCommon
DO-10817677,Royal 71/2011 of 3 June amending Royal 216/2008 of 15 February on the financial institutions and Royal own funds 2606/1996 of 20 December on deposit funds of credit institutions. (BOE 4) (BOE Error Correction 20 August),Royal 71/2011 of 3 June amending Royal 216/2008 of 15 February on the financial institutions and Royal own funds 2606/1996 of 20 December on deposit funds of credit institutions. (BOE 4) (BOE Error Correction 20 August)
DO-10822535,Financial institution letters - bank technology bulletin,Financial institution letters - bank technology bulletin
DO-10824477,Code of conduct for the delivery of banking services to seniors,Code of conduct for the delivery of banking services to seniors
DO-10837177,SGX-DC Clearing Rules - Schedule A - Chapter 2 Clearing Membership,SGX-DC Clearing Rules - Schedule A - Chapter 2 Clearing Membership
DO-10842293,Banking Act 1959 - Declaration of Covered Financial Products,Banking Act 1959 - Declaration of Covered Financial Products
DO-10842308,Commission Delegated Regulation (EU) 2016/592 of 1 March 2016 supplementing Regulation (EU) No 648/2012 of the European Parliament and of the Council with regard to regulatory technical standards on the clearing obligation (Text with EEA relevance),Commission Delegated Regulation (EU) 2016/592 of 1 March 2016 supplementing Regulation (EU) No 648/2012 of the European Parliament and of the Council with regard to regulatory technical standards on the clearing obligation (Text with EEA relevance)
DO-10849347,Macroprudential Requirements For Mortgage Financing,Macroprudential Requirements For Mortgage Financing
DO-10855251,"[EBA/OP/2019/10] EBA-Op-2019-10 8 August 2019 Opinion of the European Banking Authority on the eligibility of deposits, coverage level and cooperation between deposit guarantee schemes","EBA on the eligibility of deposits, coverage level and cooperation between deposit guarantee schemes"
DO-10876203,ECS (Debit Clearing) - Revocation of mandate by the customers,ECS (Debit Clearing) - Revocation of mandate by the customers
DO-10876960,"The Electronic Money, Payment Services and Payment Systems (Amendment and Transitional Provisions) (EU Exit) Regulations 2018","The Electronic Money, Payment Services and Payment Systems (Amendment and Transitional Provisions) (EU Exit) Regulations 2018"
DO-10880101,Consultation Paper Guidelines on ICAAP and ILAAP information collected for SREP purposes,Consultation Paper Guidelines on ICAAP and ILAAP information collected for SREP purposes
DO-10885879,PS22/7: FCA regulated fees and levies 2022/23,PS22/7: FCA regulated fees and levies 2022/23
DO-10888435,Master Circular for Depositories,Master Circular for Depositories
DO-10890963,Market abuse (directive 2003/6/ec) regulations 2005,Market abuse (directive 2003/6/ec) regulations 2005
DO-10892537,Ordinance on the determination of the lending values ​​of aircraft in accordance with Section 26d paragraphs 1 and 2 of the Pfandbrief Act (Aircraft Lending Value Determination Ordinance - FlugBelWertV),Ordinance on the determination of the lending values ​​of aircraft in accordance with Section 26d paragraphs 1 and 2 of the Pfandbrief Act (Aircraft Lending Value Determination Ordinance - FlugBelWertV)
DO-10895291,Contracts (Rights of Third Parties) Act 1999,Contracts (Rights of Third Parties) Act 1999
DO-10902648,Circular to All Licensed Corporations-Prepare for Implementation of the New Requirements to Address Risks Arising from Securities Margin Financing,Circular to All Licensed Corporations-Prepare for Implementation of the New Requirements to Address Risks Arising from Securities Margin Financing
DO-10909991,The Fire Service College Trading Fund (Revocation) Order 2013,The Fire Service College Trading Fund (Revocation) Order 2013
DO-10912769,EBA Final Report Draft Regulatory Technical Standards on the prudential treatment of software assets under Article 36 of Regulation (EU) No 575/2013 (Capital Requirements Regulation - CRR) amending Delegated Regulation (EU) 241/2014 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the council with regard to regulatory technical standards for own funds requirements for institutions [EBA/RTS/2020/07],Final Report Draft Regulatory Technical Standards on the prudential treatment of software assets under Article 36 of Regulation (EU) No 575/2013 (CRR) amending Delegated Regulation (EU) 241/2014 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the council with regard to regulatory technical standards for own funds requirements for institutions
DO-10915447,12 CFR 5.26,12 CFR 5.26
DO-10916918,EARNINGS,EARNINGS
DO-10918434,Frequently Asked Questions - COUNTER TERRORISM SANCTIONS,Frequently Asked Questions - COUNTER TERRORISM SANCTIONS
DO-10922516,Climate-related financial risks – measurement methodologies,Climate-related financial risks – measurement methodologies
DO-10942328,GUIDANCE NOTE ON SHORT POSITION REPORTING,GUIDANCE NOTE ON SHORT POSITION REPORTING
DO-10943859,Delivery Period Required.pdf,17 CFR Part 100
DO-10947915,Mortgage Servicing: Joint Statement on Supervisory and Enforcement Practices Regarding the Mortgage Servicing Rules in Response to the Continuing COVID-19 Pandemic and CARES Act,Mortgage Servicing: Joint Statement on Supervisory and Enforcement Practices Regarding the Mortgage Servicing Rules in Response to the Continuing COVID-19 Pandemic and CARES Act
DO-10949039,Judgment of 7 february 2014 on the creation of an auxiliary accounting system for the guarantee fund for compulsory damage insurance for operations resulting from the termination of the financing of legal increases in annuities,Judgment of 7 february 2014 on the creation of an auxiliary accounting system for the guarantee fund for compulsory damage insurance for operations resulting from the termination of the financing of legal increases in annuities
DO-10952597,Market risk SREP methodology,Market risk SREP methodology
DO-10955701,Msrb identifies priority rules for retrospective review in 2019,Msrb identifies priority rules for retrospective review in 2019
DO-10960422,Commission Delegated Regulation (EU) No 527/2014 of 12 March 2014 supplementing Directive (EU) No 2013/36/EU of the European Parliament and of the Council with regard to regulatory technical standards specifying the classes of instruments that adequately reflect the credit quality of an institution as a going concern and are appropriate to be used for the purposes of variable remuneration (Text with EEA relevance),Commission Delegated Regulation (EU) No 527/2014 of 12 March 2014 supplementing Directive (EU) No 2013/36/EU of the European Parliament and of the Council with regard to regulatory technical standards specifying the classes of instruments that adequately reflect the credit quality of an institution as a going concern and are appropriate to be used for the purposes of variable remuneration (Text wi
DO-10968200,"Money laundering and terrorist financing indicators - Life insurance companies, brokers and agents","Money laundering and terrorist financing indicators - Life insurance companies, brokers and agents"
DO-10968346,Circular CSSF 20/747 Technical modalities relating to the application of the Law of 25 March 2020 establishing a central electronic data retrieval system related to payment account and bank accounts identified by IBAN and safe-deposit boxes held by credit institutions inLuxembourg (the “Law”),Circular CSSF 20/747 Technical modalities relating to the application of the Law of 25 March 2020 establishing a central electronic data retrieval system related to payment account and bank accounts identified by IBAN and safe-deposit boxes held by credit institutions inLuxembourg (the “Law”)
DO-10976224,Sub: Guidelines on Outsourcing of Activities by Intermediaries,Sub: Guidelines on Outsourcing of Activities by Intermediaries
DO-10979316,Community Reinvestment Act; Interagency Questions and Answers Regarding Community Reinvestment; Notice,Community Reinvestment Act; Interagency Questions and Answers Regarding Community Reinvestment; Notice
DO-10984625,Asset expansion measures to collateralise Eurosystem monetary policy operations in response to the Covid-19 emergency,Asset expansion measures to collateralise Eurosystem monetary policy operations in response to the Covid-19 emergency
DO-10988384,CP21/31: FCA and Bank of England consult on changes to reporting requirements under UK EMIR,CP21/31: FCA and Bank of England consult on changes to reporting requirements under UK EMIR
DO-10988651,Suspicious transactions identified by your transaction monitoring systems,Suspicious transactions identified by your transaction monitoring systems
DO-10992818,Balance Sheet of Banks - Disclosure of Information,Balance Sheet of Banks - Disclosure of Information
DO-10996160,Executive order of proof of compliance with the conditions for registration as a supervisor,Executive order of proof of compliance with the conditions for registration as a supervisor
DO-10996824,Financial Sector (Collection of Data) (reporting standard) determination No. 9 of 2016  Reporting Standard GRS 115.1_G Premiums Liabilities – Insurance Risk Charge (Level 2 Insurance Group),Financial Sector (Collection of Data) (reporting standard) determination No. 9 of 2016  Reporting Standard GRS 115.1_G Premiums Liabilities – Insurance Risk Charge (Level 2 Insurance Group)
DO-11000205,Protected Disclosures (Amendment) Bill 2021,Protected Disclosures (Amendment) Bill 2021
DO-11001173,NSE CLEARING LIMITED BYELAWS CAPITAL MARKET SEGMENT,NSE CLEARING LIMITED BYELAWS CAPITAL MARKET SEGMENT
DO-11004931,Letter dated 21 december 1999 from the secretary-general of the committee on banking and financial regulation to the president of the association fran?aise des institutions de credit et des enterprises d'investissement (france),Letter dated 21 december 1999 from the secretary-general of the committee on banking and financial regulation to the president of the association fran?aise des institutions de credit et des enterprises d'investissement (france)
DO-11012134,LYNX RULE 11 TESTING AND CERTIFICATION 2022 CANADIAN PAYMENTS ASSOCIATION,LYNX RULE 11 TESTING AND CERTIFICATION 2022 CANADIAN PAYMENTS ASSOCIATION
DO-11012183,Law on investment,Law on investment
DO-11019037,ECC Clearing Conditions,ECC Clearing Conditions
DO-11023883,"SECURITIES AND EXCHANGE BOARD OF INDIA (ISSUE OF CAPITAL AND DISCLOSURE REQUIREMENTS) REGULATIONS, 2009","SECURITIES AND EXCHANGE BOARD OF INDIA (ISSUE OF CAPITAL AND DISCLOSURE REQUIREMENTS) REGULATIONS, 2009"
